Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
55,1,3,19,3,2,2,1,4,3,2,7,1,3,1,1,0,28695,1
46,0,1,11,2,2,3,4,1,4,0,3,0,4,1,2,2,23125,0
35,1,1,26,2,1,3,5,0,3,1,3,0,4,1,2,1,21607,0
38,1,2,15,2,2,3,4,1,4,1,4,0,3,1,2,2,22749,0
32,1,3,16,3,2,2,3,1,3,2,2,0,4,0,1,2,20396,0
45,1,1,15,2,2,2,3,1,4,1,1,0,4,1,0,2,17348,0
27,0,1,18,3,2,3,4,1,5,1,3,1,3,1,1,2,23419,0
24,1,3,14,2,2,3,4,0,3,1,3,1,1,1,1,1,20953,1
25,1,3,11,3,1,3,4,1,3,0,3,1,5,1,1,2,22840,0
49,1,1,11,1,2,3,3,1,3,0,3,0,3,0,0,2,21651,0
45,0,1,13,2,2,3,3,3,5,1,2,0,1,1,0,3,20210,0
38,1,1,29,2,2,2,3,1,3,1,1,0,3,0,1,2,20745,0
31,1,3,12,2,2,3,5,1,3,0,5,1,3,1,1,2,21172,1
23,0,1,11,1,2,4,5,0,3,3,7,0,5,0,1,1,22572,1
41,1,1,20,2,2,2,3,0,3,1,5,0,4,1,1,1,17451,0
39,1,3,16,3,2,4,5,0,4,1,2,0,4,0,3,1,21577,0
48,0,1,21,1,2,4,4,1,4,1,2,0,3,0,3,2,24145,0
27,1,1,30,2,1,3,4,0,3,1,3,0,3,0,1,1,21564,0
25,1,2,8,2,1,2,3,0,4,1,5,0,4,0,0,1,17187,0
33,1,1,7,2,2,4,4,1,4,1,3,0,3,1,1,2,24898,0
43,1,1,7,2,1,4,4,0,5,1,5,0,3,0,3,1,21254,0
40,0,3,34,2,2,2,5,3,5,1,4,0,5,0,1,3,25932,0
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,1,2,24151,0
44,0,3,7,1,2,3,3,0,3,1,4,0,3,1,1,1,22978,1
39,0,1,8,1,0,3,3,3,3,3,1,0,1,1,2,3,25938,0
38,1,1,17,2,2,4,2,0,3,3,5,0,4,1,3,1,23358,0
37,0,1,25,3,1,4,4,0,3,2,3,0,3,0,2,1,20831,0
32,1,3,9,2,2,3,4,0,3,1,2,0,4,1,1,1,21745,0
29,1,1,10,1,1,3,4,0,5,1,2,0,4,0,0,1,17109,0
47,0,3,33,2,1,3,1,1,3,3,5,1,4,1,2,2,21397,1
42,1,1,7,2,2,4,4,0,3,1,5,0,1,0,1,1,21460,0
43,1,1,20,3,2,4,2,1,5,1,7,0,4,1,1,2,24216,0
32,1,3,36,3,1,4,5,1,3,1,3,0,3,1,1,2,24146,0
36,1,1,35,2,2,3,2,1,3,1,3,0,5,1,1,2,22085,0
26,1,3,34,3,2,3,3,1,4,0,2,0,3,1,0,2,21272,0
50,1,1,15,2,1,3,4,3,4,1,6,0,4,0,2,3,26081,0
28,0,2,29,2,1,3,5,0,4,1,3,0,1,1,1,1,21541,1
42,1,1,13,3,2,3,4,0,5,3,4,1,4,1,1,1,23399,0
19,1,2,8,1,2,2,4,0,3,2,2,0,3,0,0,1,17564,1
40,0,1,15,2,1,3,4,0,3,1,3,0,1,1,2,1,22433,0
41,1,1,11,2,2,2,1,1,4,3,4,0,5,1,0,2,21870,0
30,1,1,9,2,2,4,4,0,4,1,2,0,4,1,1,1,21381,0
28,0,1,31,2,2,4,5,0,3,2,3,1,3,1,2,1,21212,1
27,1,1,12,2,2,2,4,0,3,0,2,0,2,1,1,1,17539,0
42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758,1
38,0,1,16,3,2,3,3,0,3,1,1,0,5,0,0,1,17684,0
46,0,1,11,2,2,3,4,1,4,1,3,0,4,1,1,2,23125,0
31,1,1,31,2,2,4,4,0,3,1,3,0,2,0,2,1,21371,0
48,1,3,21,3,2,3,4,1,5,3,4,0,1,1,2,2,23638,0
32,0,1,27,2,2,4,4,3,3,1,5,0,3,1,1,3,28502,1
37,1,1,12,2,2,4,4,1,4,3,2,0,1,1,2,2,24592,0
30,1,1,32,1,1,4,5,0,4,0,7,0,3,0,3,1,21224,1
29,1,1,9,2,2,4,5,0,4,0,2,0,2,0,3,1,21879,0
35,1,1,22,2,0,3,4,3,4,3,2,0,1,1,2,3,23606,0
49,1,1,14,2,1,2,3,3,4,0,5,0,4,0,0,3,22403,0
24,1,1,24,2,2,2,3,0,3,0,1,0,4,1,0,1,17774,0
49,0,1,7,3,2,3,2,4,3,2,4,0,2,0,1,0,35563,0
42,1,1,14,1,1,3,2,0,3,0,3,0,3,1,2,1,22054,0
31,1,1,13,2,2,2,3,1,3,1,4,0,3,0,1,2,20915,0
40,1,3,8,3,1,3,3,1,4,1,4,0,3,1,1,2,20677,0
35,1,1,16,2,2,3,4,3,3,1,2,0,5,1,2,3,27178,0
39,1,3,9,3,2,3,4,3,4,3,2,0,4,1,1,3,26029,0
25,0,3,31,3,2,3,4,0,3,0,2,0,4,0,2,1,21078,0
36,1,1,15,2,2,3,3,0,3,0,3,0,5,1,2,1,20947,0
27,1,3,7,2,2,3,4,1,3,0,3,0,5,1,1,2,23974,0
27,1,1,9,3,2,3,2,1,3,0,3,0,3,1,2,2,24150,0
38,0,1,15,2,2,3,3,1,5,1,5,0,3,0,2,2,21893,1
29,1,1,13,2,2,2,3,0,5,2,4,0,4,0,0,1,17062,0
31,1,1,27,2,2,3,4,1,5,1,2,0,4,0,2,2,28635,0
50,0,1,25,2,2,4,4,1,3,1,3,1,2,0,2,2,25482,0
35,1,1,24,2,2,2,1,1,5,1,2,0,3,0,1,2,20208,0
55,1,1,8,2,1,3,3,4,3,2,3,1,5,0,0,0,31659,0
35,1,1,31,3,1,2,3,3,3,1,2,1,3,0,1,3,25388,0
31,0,3,11,3,1,2,3,0,4,1,2,0,3,0,1,1,17789,0
35,1,3,14,2,1,3,3,0,3,1,2,0,3,1,2,1,17572,0
58,1,1,27,3,1,3,3,1,4,1,5,0,3,1,1,2,25008,1
32,1,1,8,1,2,3,3,0,5,2,2,0,1,1,1,1,17439,0
45,0,1,24,2,2,4,6,0,3,2,4,0,4,1,1,1,20968,0
31,1,3,14,3,1,4,4,1,5,1,2,0,3,1,1,2,23457,0
29,1,3,33,3,1,2,3,3,3,0,2,0,3,1,1,3,22639,1
34,0,1,10,2,2,4,4,0,5,3,3,1,5,1,3,1,22026,1
36,0,3,7,3,0,4,4,3,3,3,3,0,5,1,1,3,27467,0
58,0,1,6,2,2,2,5,1,3,1,3,1,2,1,1,2,20660,0
55,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,34187,1
29,1,1,15,2,1,4,4,0,3,3,3,0,4,0,2,1,21988,0
40,1,3,28,2,2,3,5,1,3,0,5,1,1,0,2,2,24798,0
36,1,3,25,3,2,4,4,1,5,1,2,0,3,0,1,2,20822,0
44,1,1,14,2,2,3,1,0,3,1,3,1,3,1,0,1,17818,0
49,1,1,22,3,1,3,3,0,5,1,5,1,1,1,1,1,17587,0
31,0,3,33,3,0,3,5,1,5,3,7,0,2,0,2,2,25374,1
36,1,1,30,2,2,3,5,1,3,1,5,1,4,1,1,2,24594,1
33,0,1,12,2,1,3,2,0,3,2,5,1,1,0,2,1,21110,1
41,1,1,19,2,1,3,4,1,5,1,4,0,1,1,2,2,23126,0
34,1,1,21,3,1,4,4,0,4,1,3,0,5,1,2,1,21434,0
44,0,1,34,2,1,3,4,3,5,1,2,0,4,1,1,3,29498,0
28,1,1,9,2,1,3,4,0,5,1,3,0,3,1,2,1,21019,0
37,0,3,17,3,2,3,4,3,3,2,3,0,2,1,2,3,28658,0
57,0,1,16,3,1,4,4,0,3,0,4,0,2,0,1,1,21620,0
32,1,1,11,2,2,2,4,1,3,3,1,0,1,0,1,2,24679,0
39,0,1,36,2,1,3,4,1,3,2,3,0,3,1,1,2,21084,0
29,0,1,7,3,2,3,5,0,4,1,3,0,4,1,1,1,21274,1
29,1,1,28,3,2,3,4,0,3,0,3,0,2,0,1,1,21391,0
35,1,3,8,3,1,3,3,0,3,1,2,0,1,1,2,1,17014,0
21,1,3,18,2,1,2,1,0,4,2,2,0,5,0,1,1,17716,1
55,0,1,24,3,2,3,3,1,4,0,4,1,5,1,2,2,21385,0
19,1,1,15,2,2,2,3,0,5,2,2,0,3,0,0,1,17552,0
48,1,1,6,2,2,3,4,3,3,2,1,1,5,0,2,3,20381,1
50,0,3,6,2,1,3,3,1,3,1,1,0,1,0,1,2,21347,0
29,1,2,15,3,2,4,5,0,3,1,3,0,2,0,2,1,23614,0
30,1,1,28,2,1,3,3,3,5,1,3,0,5,1,2,3,28658,0
34,1,1,21,3,2,3,4,0,3,0,7,1,2,0,2,1,21114,1
51,1,1,8,3,2,2,5,1,4,1,6,0,2,0,0,2,20482,0
36,1,3,9,3,1,3,4,3,3,1,1,0,3,1,0,3,22644,0
33,1,1,20,3,2,2,3,0,3,1,6,1,1,1,1,1,17436,1
46,1,1,13,3,2,3,3,3,3,1,7,0,1,1,1,3,25845,0
49,1,1,7,2,2,4,5,3,3,3,2,1,5,0,3,3,24059,1
53,0,3,14,3,1,4,4,0,3,1,4,1,4,1,3,1,27124,1
36,0,3,9,3,2,2,4,3,3,1,5,0,1,0,0,3,24699,0
32,1,3,14,1,1,3,4,1,4,0,2,1,2,1,0,2,20228,0
42,0,1,32,3,1,2,3,3,5,1,4,1,3,0,0,3,28191,0
30,0,1,17,2,1,4,4,0,4,1,2,0,5,0,1,1,21969,0
35,1,3,28,2,2,4,3,1,3,3,3,0,3,1,1,2,24015,0
35,0,1,33,1,1,4,5,0,3,1,3,0,1,1,1,1,20707,0
33,1,3,15,3,2,3,2,1,3,0,3,0,5,0,1,2,24887,0
28,0,1,8,3,2,2,4,0,5,2,1,0,4,0,0,1,17561,1
55,1,1,17,3,1,4,4,1,5,3,8,1,1,0,1,2,23118,0
40,1,1,7,2,1,4,5,4,3,0,3,0,3,0,2,0,31420,0
33,1,3,9,3,2,3,5,1,4,2,2,1,1,1,1,2,28585,1
27,1,1,22,1,1,2,3,0,4,1,1,0,1,1,0,1,17811,0
19,1,2,8,1,2,2,4,0,3,2,2,0,3,1,1,1,17564,1
45,0,1,30,3,2,4,4,1,4,0,6,0,3,1,1,2,20720,0
52,1,3,9,3,2,2,4,4,5,1,2,0,5,1,0,0,31856,0
30,1,1,23,3,1,3,3,3,5,0,2,1,4,0,2,3,26916,0
55,1,1,9,1,1,3,4,3,3,1,2,0,4,0,1,3,32227,0
36,1,2,19,2,2,2,3,0,4,0,5,0,3,1,0,1,17143,0
46,1,1,27,3,2,4,4,4,3,1,2,1,3,1,2,0,32174,0
32,0,3,27,2,2,4,2,0,3,0,2,0,5,1,2,1,21469,0
29,1,1,10,3,1,4,4,3,4,1,2,0,4,0,1,3,26333,0
33,1,1,12,2,1,3,2,0,3,1,5,0,5,1,2,1,21990,0
33,1,1,7,3,2,3,4,1,3,1,3,1,4,1,2,2,24840,0
52,0,1,34,3,1,2,1,4,3,0,3,1,4,0,0,0,28247,0
36,1,1,12,1,2,4,4,3,4,3,2,0,3,1,2,3,26773,0
38,0,1,9,2,2,4,5,1,3,1,7,0,2,0,2,2,23841,0
37,1,1,13,2,2,3,6,0,3,1,3,0,2,0,1,1,21419,0
44,0,1,35,3,1,4,2,0,3,3,6,0,3,0,3,1,23417,0
30,1,3,34,3,1,3,4,3,3,1,3,0,3,0,1,3,26317,1
41,1,3,29,3,2,4,5,1,3,1,4,1,3,1,1,2,25058,1
31,1,1,15,2,1,4,2,3,5,1,2,1,1,0,3,3,30094,0
48,1,1,10,2,2,3,4,3,3,3,1,0,5,1,0,3,25999,0
36,0,3,15,3,1,4,5,3,3,0,6,1,5,1,3,3,29055,0
53,1,1,13,3,1,2,3,2,3,1,4,0,1,1,1,4,33606,0
39,1,3,21,2,2,4,4,1,4,1,2,0,5,1,3,2,28602,0
50,0,1,15,2,2,4,5,1,4,0,3,0,3,1,3,2,23808,0
53,1,3,12,3,2,2,3,1,3,1,3,1,5,0,1,2,17306,0
43,1,1,31,3,2,3,4,3,5,1,3,1,1,1,1,3,26084,0
30,1,3,34,3,1,3,4,3,3,0,3,0,3,1,2,3,26317,1
42,1,1,8,2,2,2,3,2,3,1,6,0,3,1,1,4,33880,0
44,1,2,6,3,2,3,4,3,5,0,1,0,4,1,0,3,25482,1
46,1,1,8,2,2,2,3,4,3,0,7,0,5,0,0,0,32861,0
61,1,1,7,3,2,4,6,3,3,1,5,0,5,0,1,3,29561,0
34,1,1,32,3,2,3,5,0,4,2,6,1,4,0,1,1,20991,1
23,1,1,10,3,2,2,1,0,5,1,3,0,4,0,1,1,17819,0
28,1,3,9,2,2,4,4,1,3,3,3,1,4,0,2,2,23156,0
19,1,1,10,2,2,3,4,0,3,2,3,0,4,0,1,1,20098,1
33,1,3,22,2,0,3,3,3,5,3,3,1,5,0,0,3,23564,1
43,0,1,8,2,2,3,3,0,3,1,7,1,3,0,0,1,25231,1
30,1,3,11,3,1,1,4,1,3,1,2,0,1,1,0,2,21118,0
58,1,1,7,3,2,3,4,1,3,1,4,0,3,0,2,2,25433,0
42,1,1,21,2,2,3,4,0,3,1,6,0,4,1,2,1,21129,0
35,1,3,21,3,2,2,5,1,3,1,7,1,1,1,1,2,20440,1
38,1,1,18,3,1,4,6,1,4,0,7,0,4,1,1,2,23455,1
26,1,1,27,3,2,2,3,0,3,1,2,0,5,1,1,1,17377,1
59,0,1,20,2,0,2,3,3,3,3,1,1,5,1,0,3,25512,1
27,1,1,13,3,1,2,4,1,5,3,1,0,3,1,0,2,21811,0
43,1,3,31,3,2,3,4,3,3,1,6,0,4,1,1,3,25798,0
34,0,3,12,2,2,4,4,1,3,0,8,0,1,1,3,2,28676,0
38,1,1,28,2,2,4,2,0,5,1,3,1,3,1,1,1,22242,0
32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260,0
36,1,1,11,2,2,3,3,1,4,2,1,0,1,1,1,2,20914,0
48,1,3,35,3,1,3,3,3,3,0,4,0,4,0,0,3,27504,0
34,1,1,7,2,2,4,5,0,5,3,5,1,4,0,1,1,21477,0
37,0,1,31,2,1,3,4,1,4,1,2,0,3,1,2,2,24352,0
42,1,1,19,2,2,3,4,0,3,0,5,1,3,1,1,1,23444,0
37,1,1,20,2,1,3,3,0,5,1,2,0,4,1,1,1,18034,0
40,1,1,20,3,2,2,4,2,3,2,2,0,3,1,1,4,34626,0
28,1,1,13,2,2,3,5,0,3,0,3,0,2,1,2,1,21217,0
30,1,1,11,1,1,2,3,0,5,1,6,0,5,1,1,1,18204,0
30,0,1,8,3,1,2,3,0,3,2,1,0,4,1,0,1,17564,0
35,1,1,22,2,2,3,3,3,3,0,5,1,2,0,1,3,22632,0
37,0,1,8,2,2,3,4,1,3,1,6,0,1,1,2,2,20163,0
54,1,3,8,2,1,2,4,3,3,0,7,0,5,1,0,3,25686,0
34,0,1,9,2,2,2,3,1,3,3,1,0,1,1,0,2,22756,0
39,1,3,14,3,1,3,5,1,3,3,2,0,2,1,2,2,22706,0
45,0,3,7,3,1,4,4,1,3,0,2,0,4,1,2,2,23446,0
29,1,1,16,3,1,4,4,0,3,1,7,0,3,0,1,1,21055,0
52,1,1,11,2,2,3,4,0,3,0,2,1,2,1,2,1,21139,1
48,1,3,11,2,1,3,4,1,3,3,3,1,3,1,2,2,22841,0
59,0,3,6,2,1,2,4,1,3,2,1,0,5,1,1,2,20473,0
34,1,1,11,3,1,3,5,0,4,0,8,0,4,0,1,1,21300,0
50,1,1,14,2,2,3,5,3,3,2,2,0,2,1,2,3,29643,0
42,0,2,11,2,2,3,6,1,4,1,8,0,5,0,2,2,25108,0
49,0,3,31,2,2,4,6,0,3,2,3,1,1,1,3,1,21237,1
19,1,3,28,3,2,2,3,0,3,2,2,1,1,1,0,1,16675,1
34,1,1,21,3,2,3,4,0,3,1,7,1,1,1,2,1,21114,1
34,0,3,15,2,1,3,5,0,3,2,2,0,2,1,2,1,21020,0
32,0,1,36,3,2,4,5,0,4,3,2,0,3,0,3,1,22157,1
28,1,1,7,1,2,3,4,0,5,2,7,0,3,1,1,1,17080,1
40,1,3,10,3,1,3,4,1,3,0,6,1,4,1,2,2,23916,1
31,1,2,16,2,2,3,4,1,3,0,2,1,3,1,2,2,25025,0
40,0,3,28,2,1,3,6,1,3,1,8,0,5,0,1,2,24414,0
35,1,1,31,1,2,3,4,3,4,1,4,0,3,1,1,3,25903,0
32,1,1,15,2,1,4,4,1,3,3,3,0,5,1,3,2,23102,0
53,1,3,8,3,2,2,3,4,3,1,7,0,3,1,0,0,29852,0
54,1,1,9,2,2,2,3,4,3,0,4,0,5,1,1,0,32779,0
38,1,1,26,2,2,3,4,1,3,1,5,0,1,0,1,2,24446,0
27,1,1,6,2,1,3,3,3,5,0,2,0,4,1,2,3,22412,0
54,1,1,15,2,1,3,3,1,3,1,4,0,5,0,1,2,17897,0
50,1,1,10,2,2,3,3,2,4,1,4,0,5,0,1,4,34144,0
40,1,1,20,3,2,2,4,2,3,2,2,0,3,1,1,4,34626,0
40,0,1,6,2,2,3,4,4,4,0,2,0,2,1,2,0,28503,0
31,0,1,21,3,2,3,3,0,3,1,2,0,4,1,0,1,17610,1
33,0,1,17,2,2,3,4,0,3,1,8,0,1,0,1,1,22111,0
23,1,1,15,2,2,4,6,0,5,0,3,0,2,1,1,1,21129,0
43,1,2,9,1,2,3,4,0,3,1,2,1,4,1,2,1,21374,0
42,1,1,19,3,2,3,1,1,5,1,6,0,4,1,0,2,20538,0
51,1,1,10,2,2,2,3,0,3,0,1,1,2,1,1,1,17461,1
30,1,1,26,2,2,2,3,1,5,1,1,0,4,0,1,2,24957,0
37,1,1,12,3,2,2,2,1,5,1,5,1,3,1,1,2,20974,0
32,1,1,9,3,1,3,3,1,5,0,2,0,2,1,1,2,21725,0
55,1,1,9,1,1,3,4,3,3,0,2,0,4,1,1,3,32227,0
33,0,1,9,2,2,4,4,0,3,3,2,0,3,1,2,1,21746,0
28,1,1,24,1,2,3,4,0,4,1,2,1,4,0,1,1,21736,0
34,1,1,6,2,2,2,3,0,3,1,2,0,3,1,1,1,17691,0
31,0,3,19,2,2,4,5,0,5,1,3,0,5,1,3,1,20711,1
36,1,1,15,2,2,3,2,0,3,1,3,0,5,1,2,1,20947,0
39,1,3,17,3,2,4,5,3,3,1,2,1,3,1,1,3,27418,0
36,1,1,16,2,2,2,3,3,5,1,1,1,5,1,1,3,23321,0
34,1,1,11,3,1,3,5,0,4,0,2,0,1,0,1,1,22516,0
40,0,1,15,3,0,2,3,3,3,3,1,0,4,1,1,3,28499,0
36,1,1,32,1,2,4,5,3,4,1,5,0,3,1,2,3,29581,0
39,1,1,6,3,2,2,1,3,3,1,1,0,3,1,0,3,24613,0
41,1,2,16,2,2,3,4,2,3,1,4,0,1,1,1,4,34141,0
37,1,1,13,3,2,3,4,1,4,1,8,0,4,0,2,2,23619,0
29,1,1,6,2,1,2,4,0,5,1,2,1,1,0,0,1,17319,1
37,1,1,13,2,2,3,6,0,3,1,3,0,1,1,1,1,21419,0
42,0,3,11,3,2,3,4,1,4,3,3,0,3,1,1,2,28033,1
35,1,1,17,3,2,3,4,1,5,3,3,0,4,0,1,2,24803,1
40,1,2,10,2,1,3,3,1,4,0,2,0,2,1,1,2,25067,0
32,0,1,7,2,0,4,2,3,4,3,3,0,3,1,3,3,26124,1
34,1,1,14,3,1,3,3,1,3,2,4,0,4,1,1,2,21142,0
32,0,1,6,2,2,3,3,0,3,1,1,0,5,0,0,1,17314,0
23,1,1,18,2,2,3,3,0,3,2,2,0,5,1,0,1,17647,0
39,1,1,6,2,1,3,4,4,3,0,2,0,3,0,1,0,27742,0
30,1,1,7,2,1,4,4,0,3,1,3,0,2,0,3,1,22438,0
39,0,1,15,2,2,3,3,1,4,3,21,0,2,1,0,2,21782,0
34,1,3,20,1,1,2,3,0,3,1,2,1,5,1,0,1,17579,0
25,0,1,16,2,2,3,5,0,4,1,3,0,5,0,2,1,21372,0
22,0,3,25,3,1,4,4,1,3,1,2,1,5,0,2,2,21303,1
41,1,1,9,3,1,3,5,0,3,2,2,1,3,1,2,1,21020,0
32,0,1,22,3,2,4,4,0,3,1,3,0,4,1,1,1,21288,1
27,1,3,30,3,1,3,5,1,3,0,2,1,2,1,1,2,22835,0
34,1,1,12,2,2,3,5,3,3,1,6,0,3,0,1,3,25797,0
28,1,3,15,2,2,3,3,1,3,2,2,0,3,1,1,2,20253,0
39,1,3,14,3,1,3,3,1,5,1,3,1,3,0,1,2,24283,0
31,0,1,21,3,2,3,3,0,3,0,2,0,4,1,2,1,17610,1
34,0,1,9,2,2,2,3,1,3,3,1,0,2,1,0,2,22756,0
34,0,1,6,3,2,3,4,1,5,2,1,0,2,1,2,2,20343,0
51,1,1,12,2,2,2,3,2,3,2,1,0,5,1,1,4,34537,0
38,1,1,18,3,1,4,4,0,3,3,6,0,3,0,2,1,22307,0
40,0,1,22,3,2,2,4,1,3,2,7,0,5,1,1,2,20094,0
47,0,3,9,3,1,2,3,4,3,1,1,1,5,1,0,0,28770,0
41,1,1,13,2,1,4,4,4,3,2,2,0,5,1,3,0,31915,0
40,1,3,10,3,1,3,4,1,3,1,6,1,4,1,2,2,23916,1
39,1,1,22,2,2,4,5,3,3,1,2,1,5,1,2,3,30188,0
22,1,1,17,3,1,2,3,0,4,1,2,0,1,1,1,1,17244,0
56,1,1,11,2,2,2,4,1,3,0,2,1,4,0,1,2,22713,0
38,1,1,26,2,2,4,4,0,4,1,6,0,4,0,2,1,21700,0
32,0,1,22,3,2,4,4,0,3,0,3,0,4,1,3,1,21288,1
26,1,1,9,3,2,4,2,0,5,3,2,0,2,1,3,1,22102,0
40,1,2,12,3,2,2,3,4,3,2,2,1,3,1,1,0,31437,0
46,0,1,6,3,2,2,4,3,5,1,3,1,1,1,1,3,25673,0
35,1,1,14,2,2,2,1,0,3,1,2,0,5,1,1,1,17269,0
57,0,3,13,2,1,3,3,4,5,0,2,0,3,1,1,0,31890,0
47,1,3,7,3,1,4,4,3,5,1,3,0,1,1,3,3,29131,0
21,1,1,24,2,1,3,3,0,3,2,2,0,3,1,1,1,17693,1
40,1,1,30,3,2,4,4,0,5,3,2,0,3,0,3,1,22582,1
38,0,1,35,2,1,2,3,1,3,2,2,0,3,1,0,2,17406,0
41,1,1,15,2,1,4,4,1,5,1,4,1,1,0,1,2,25194,0
32,1,1,33,2,2,3,4,0,3,1,3,0,3,0,2,1,21589,0
45,1,1,6,1,2,3,3,3,4,1,2,0,3,1,1,3,22441,0
39,0,3,9,2,2,3,5,1,3,1,5,0,5,1,2,2,23927,0
38,0,1,14,3,1,2,4,1,4,1,2,1,1,1,0,2,17133,0
33,1,3,16,3,2,2,1,3,3,1,1,1,4,1,1,3,23380,0
34,0,1,8,2,2,2,4,1,3,0,2,0,4,0,0,2,24547,0
35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,1,2,24952,0
32,0,3,14,3,1,4,4,3,5,1,4,0,1,1,3,3,28315,0
38,1,3,15,3,2,3,4,0,4,1,1,0,4,0,2,1,17899,0
35,0,1,31,2,1,3,3,0,4,1,2,1,3,1,1,1,17022,1
38,1,1,7,3,1,3,5,0,5,1,4,0,4,0,2,1,22598,0
39,1,1,7,2,0,3,4,3,3,3,6,1,2,0,2,3,26539,0
40,1,1,13,3,2,3,5,3,5,1,6,0,4,1,1,3,28669,0
41,0,3,15,2,2,2,5,4,3,1,1,0,5,1,1,0,21151,1
35,0,3,26,3,2,4,3,1,3,3,2,1,2,1,3,2,23982,1
37,1,1,13,2,1,3,2,0,3,1,5,0,1,0,1,1,21716,0
34,1,1,17,3,2,3,6,0,3,1,2,0,5,0,1,1,22086,1
39,1,3,10,2,2,3,4,1,3,3,2,1,3,1,1,2,25539,0
54,1,3,9,3,2,3,4,4,3,1,8,0,3,1,1,0,33530,0
33,1,3,14,3,2,4,4,1,3,0,6,0,5,1,2,2,27882,0
34,0,3,17,3,2,3,5,1,3,3,5,0,3,1,2,2,23360,0
31,1,1,35,3,1,4,4,1,3,0,3,0,3,0,3,2,24453,0
35,1,1,17,2,2,3,4,0,4,1,3,0,1,1,2,1,20686,0
35,1,3,16,3,2,3,4,3,3,1,6,0,3,1,2,3,23168,1
49,0,1,16,2,1,2,3,2,5,2,1,1,3,0,1,4,33665,0
38,1,1,10,2,1,3,4,1,4,3,5,0,4,1,1,2,22785,0
32,1,3,13,2,2,3,4,1,3,1,2,0,3,1,0,2,20484,0
35,0,3,5,2,2,3,3,3,5,1,2,0,4,0,0,3,24069,0
32,0,1,7,2,1,4,4,1,5,1,3,0,5,1,1,2,22826,0
37,1,1,22,2,2,3,4,1,3,1,2,0,4,0,1,2,23512,1
36,0,1,24,2,2,3,3,1,3,3,3,0,3,0,1,2,22779,0
30,1,3,18,1,1,2,3,1,3,3,1,0,1,1,1,2,21577,0
40,1,1,7,3,2,3,3,3,3,1,2,0,3,1,1,3,28291,0
31,0,3,29,2,1,4,4,3,5,1,2,0,1,1,2,3,27090,0
28,1,1,14,3,0,3,5,1,5,3,2,0,3,1,1,2,25489,0
46,0,1,13,3,1,1,3,1,3,0,3,0,5,0,0,2,20258,0
32,0,3,27,3,1,3,4,1,3,1,3,0,1,1,2,2,25610,0
30,1,1,11,1,1,2,3,0,5,1,6,0,5,0,1,1,18204,0
37,0,3,17,3,2,3,4,3,3,2,3,0,1,1,2,3,28658,0
41,0,2,10,2,2,2,5,1,4,1,7,0,5,0,1,2,21430,0
34,1,3,8,2,2,2,3,1,3,2,2,0,5,0,1,2,21274,0
39,0,1,30,2,2,3,5,3,3,3,2,0,3,1,1,3,28204,0
40,1,1,22,2,1,2,3,3,3,3,7,1,4,1,0,3,22945,0
27,1,1,10,3,2,3,2,0,3,1,3,0,5,1,2,1,23098,0
34,1,1,6,2,1,3,1,0,3,2,3,0,1,1,1,1,18280,0
48,1,3,9,3,1,3,4,1,3,0,2,1,2,1,1,2,23215,0
38,1,3,13,3,1,2,1,1,5,1,2,1,3,1,1,2,20605,0
32,1,1,12,2,2,2,3,0,3,2,4,0,1,0,1,1,18038,0
24,1,3,6,1,1,3,3,0,4,2,2,1,4,0,0,1,18202,1
46,1,3,16,3,1,3,4,3,3,0,3,1,2,1,1,3,24071,0
47,0,1,35,2,2,2,3,3,4,1,2,1,3,1,0,3,26849,1
46,1,1,15,2,2,4,4,1,3,0,2,0,3,1,1,2,22375,0
46,1,3,9,3,2,2,3,4,3,0,4,0,2,1,0,0,32465,0
56,1,3,7,2,2,4,4,3,3,0,5,0,2,0,2,3,28917,0
38,0,3,11,3,2,3,4,0,3,1,6,0,4,1,1,1,20855,0
41,1,1,8,2,1,2,5,0,3,1,5,1,3,0,1,1,17778,1
28,1,1,18,2,1,3,3,0,3,0,2,1,4,1,0,1,17515,1
35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,2,2,24952,0
44,0,1,17,2,1,3,5,1,3,1,3,0,3,0,1,2,23935,0
27,1,1,31,1,2,4,6,0,3,2,3,1,3,0,2,1,21018,1
57,1,1,21,2,1,4,4,0,4,0,2,1,5,1,2,1,23641,1
31,0,1,16,3,1,4,4,1,3,3,2,1,3,1,3,2,23373,0
43,1,1,8,3,1,3,1,0,3,1,2,0,1,1,2,1,17645,0
42,1,1,14,3,0,3,4,1,3,3,8,0,3,1,1,2,23681,0
45,1,1,27,2,2,3,4,0,4,3,3,0,5,1,2,1,22098,0
20,1,2,9,1,2,3,5,0,3,2,3,0,3,1,2,1,21242,1
32,0,1,7,2,2,3,6,1,5,1,3,0,1,1,2,2,23681,0
